aakkonen	aakkosen	aakkosta	aakkosessa	aakkosesta	aakkoseen	aakkosella	aakkoselta	aakkoselle	aakkosena	aakkoseksi
käsitys	käsityksen	käsitystä	käsityksessä	käsityksestä	käsitykseen	käsityksellä	käsitykseltä	käsitykselle	käsityksenä	käsitykseksi
käsivarsi	käsivarren	käsivartta	käsivarressa	käsivarresta	käsivarteen	käsivarrella	käsivarrelta	käsivarrelle	käsivartena	käsivarreksi
käsky	käskyn	käskyä	käskyssä	käskystä	käskyyn	käskyllä	käskyltä	käskylle	käskynä	käskyksi
kassa	kassan	kassaa	kassassa	kassasta	kassaan	kassalla	kassalta	kassalle	kassana	kassaksi
kassi	kassin	kassia	kassissa	kassista	kassiin	kassilla	kassilta	kassille	kassina	kassiksi
kastanja	kastanjan	kastanjaa	kastanjassa	kastanjasta	kastanjaan	kastanjalla	kastanjalta	kastanjalle	kastanjana	kastanjaksi
kaste	kasteen	kastetta	kasteessa	kasteesta	kasteeseen	kasteella	kasteelta	kasteelle	kasteena	kasteeksi
kastike	kastikkeen	kastiketta	kastikkeessa	kastikkeesta	kastikkeeseen	kastikkeella	kastikkeelta	kastikkeelle	kastikkeena	kastikkeeksi
kasvain	kasvaimen	kasvainta	kasvaimessa	kasvaimesta	kasvaimeen	kasvaimella	kasvaimelta	kasvaimelle	kasvaimena	kasvaimeksi
kasvaminen	kasvamisen	kasvamista	kasvamisessa	kasvamisesta	kasvamiseen	kasvamisella	kasvamiselta	kasvamiselle	kasvamisena	kasvamiseksi
kasvannainen	kasvannaisen	kasvannaista	kasvannaisessa	kasvannaisesta	kasvannaiseen	kasvannaisella	kasvannaiselta	kasvannaiselle	kasvannaisena	kasvannaiseksi
kasvattaja	kasvattajan	kasvattajaa	kasvattajassa	kasvattajasta	kasvattajaan	kasvattajalla	kasvattajalta	kasvattajalle	kasvattajana	kasvattajaksi
kasvattaminen	kasvattamisen	kasvattamista	kasvattamisessa	kasvattamisesta	kasvattamiseen	kasvattamisella	kasvattamiselta	kasvattamiselle	kasvattamisena	kasvattamiseksi
kasvatti	kasvatin	kasvattia	kasvatissa	kasvatista	kasvattiin	kasvatilla	kasvatilta	kasvatille	kasvattina	kasvatiksi
kasvatus	kasvatuksen	kasvatusta	kasvatuksessa	kasvatuksesta	kasvatukseen	kasvatuksella	kasvatukselta	kasvatukselle	kasvatuksena	kasvatukseksi
kasvi	kasvin	kasvia	kasvissa	kasvista	kasviin	kasvilla	kasvilta	kasville	kasvina	kasviksi
kasvillisuus	kasvillisuuden	kasvillisuutta	kasvillisuudessa	kasvillisuudesta	kasvillisuuteen	kasvillisuudella	kasvillisuudelta	kasvillisuudelle	kasvillisuutena	kasvillisuudeksi
kasvis	kasviksen	kasvista	kasviksessa	kasviksesta	kasvikseen	kasviksella	kasvikselta	kasvikselle	kasviksena	kasvikseksi
kasvo	kasvon	kasvoa	kasvossa	kasvosta	kasvoon	kasvolla	kasvolta	kasvolle	kasvona	kasvoksi
kasvu	kasvun	kasvua	kasvussa	kasvusta	kasvuun	kasvulla	kasvulta	kasvulle	kasvuna	kasvuksi
kataja	katajan	katajaa	katajassa	katajasta	katajaan	katajalla	katajalta	katajalle	katajana	katajaksi
katamaraani	katamaraanin	katamaraania	katamaraanissa	katamaraanista	katamaraaniin	katamaraanilla	katamaraanilta	katamaraanille	katamaraanina	katamaraaniksi
katastrofi	katastrofin	katastrofia	katastrofissa	katastrofista	katastrofiin	katastrofilla	katastrofilta	katastrofille	katastrofina	katastrofiksi
katedraali	katedraalin	katedraalia	katedraalissa	katedraalista	katedraaliin	katedraalilla	katedraalilta	katedraalille	katedraalina	katedraaliksi
kategoria	kategorian	kategoriaa	kategoriassa	kategoriasta	kategoriaan	kategorialla	kategorialta	kategorialle	kategoriana	kategoriaksi
käteinen	käteisen	käteistä	käteisessä	käteisestä	käteiseen	käteisellä	käteiseltä	käteiselle	käteisenä	käteiseksi
katekismus	katekismuksen	katekismusta	katekismuksessa	katekismuksesta	katekismukseen	katekismuksella	katekismukselta	katekismukselle	katekismuksena	katekismukseksi
kätilö	kätilön	kätilöä	kätilössä	kätilöstä	kätilöön	kätilöllä	kätilöltä	kätilölle	kätilönä	kätilöksi
katiska	katiskan	katiskaa	katiskassa	katiskasta	katiskaan	katiskalla	katiskalta	katiskalle	katiskana	katiskaksi
katkaisija	katkaisijan	katkaisijaa	katkaisijassa	katkaisijasta	katkaisijaan	katkaisijalla	katkaisijalta	katkaisijalle	katkaisijana	katkaisijaksi
katkeaminen	katkeamisen	katkeamista	katkeamisessa	katkeamisesta	katkeamiseen	katkeamisella	katkeamiselta	katkeamiselle	katkeamisena	katkeamiseksi
katkeruus	katkeruuden	katkeruutta	katkeruudessa	katkeruudesta	katkeruuteen	katkeruudella	katkeruudelta	katkeruudelle	katkeruutena	katkeruudeksi
katko	katkon	katkoa	katkossa	katkosta	katkoon	katkolla	katkolta	katkolle	katkona	katkoksi
kätkö	kätkön	kätköä	kätkössä	kätköstä	kätköön	kätköllä	kätköltä	kätkölle	kätkönä	kätköksi
katkos	katkoksen	katkosta	katkoksessa	katkoksesta	katkokseen	katkoksella	katkokselta	katkokselle	katkoksena	katkokseksi
katoaminen	katoamisen	katoamista	katoamisessa	katoamisesta	katoamiseen	katoamisella	katoamiselta	katoamiselle	katoamisena	katoamiseksi
katsaus	katsauksen	katsausta	katsauksessa	katsauksesta	katsaukseen	katsauksella	katsaukselta	katsaukselle	katsauksena	katsaukseksi
katse	katseen	katsetta	katseessa	katseesta	katseeseen	katseella	katseelta	katseelle	katseena	katseeksi
katselmus	katselmuksen	katselmusta	katselmuksessa	katselmuksesta	katselmukseen	katselmuksella	katselmukselta	katselmukselle	katselmuksena	katselmukseksi
katselu	katselun	katselua	katselussa	katselusta	katseluun	katselulla	katselulta	katselulle	katseluna	katseluksi
katsoja	katsojan	katsojaa	katsojassa	katsojasta	katsojaan	katsojalla	katsojalta	katsojalle	katsojana	katsojaksi
katsominen	katsomisen	katsomista	katsomisessa	katsomisesta	katsomiseen	katsomisella	katsomiselta	katsomiselle	katsomisena	katsomiseksi
katsomo	katsomon	katsomoa	katsomossa	katsomosta	katsomoon	katsomolla	katsomolta	katsomolle	katsomona	katsomoksi
kattaminen	kattamisen	kattamista	kattamisessa	kattamisesta	kattamiseen	kattamisella	kattamiselta	kattamiselle	kattamisena	kattamiseksi
kattaus	kattauksen	kattausta	kattauksessa	kattauksesta	kattaukseen	kattauksella	kattaukselta	kattaukselle	kattauksena	kattaukseksi
kattavuus	kattavuuden	kattavuutta	kattavuudessa	kattavuudesta	kattavuuteen	kattavuudella	kattavuudelta	kattavuudelle	kattavuutena	kattavuudeksi
kattila	kattilan	kattilaa	kattilassa	kattilasta	kattilaan	kattilalla	kattilalta	kattilalle	kattilana	kattilaksi
katto	katon	kattoa	katossa	katosta	kattoon	katolla	katolta	katolle	kattona	katoksi
katu	kadun	katua	kadussa	kadusta	katuun	kadulla	kadulta	kadulle	katuna	kaduksi
kauha	kauhan	kauhaa	kauhassa	kauhasta	kauhaan	kauhalla	kauhalta	kauhalle	kauhana	kauhaksi
kauheus	kauheuden	kauheutta	kauheudessa	kauheudesta	kauheuteen	kauheudella	kauheudelta	kauheudelle	kauheutena	kauheudeksi
kauhistus	kauhistuksen	kauhistusta	kauhistuksessa	kauhistuksesta	kauhistukseen	kauhistuksella	kauhistukselta	kauhistukselle	kauhistuksena	kauhistukseksi
kauhu	kauhun	kauhua	kauhussa	kauhusta	kauhuun	kauhulla	kauhulta	kauhulle	kauhuna	kauhuksi
kaukalo	kaukalon	kaukaloa	kaukalossa	kaukalosta	kaukaloon	kaukalolla	kaukalolta	kaukalolle	kaukalona	kaukaloksi
kaula	kaulan	kaulaa	kaulassa	kaulasta	kaulaan	kaulalla	kaulalta	kaulalle	kaulana	kaulaksi
kaulus	kauluksen	kaulusta	kauluksessa	kauluksesta	kaulukseen	kauluksella	kaulukselta	kaulukselle	kauluksena	kaulukseksi
kauneus	kauneuden	kauneutta	kauneudessa	kauneudesta	kauneuteen	kauneudella	kauneudelta	kauneudelle	kauneutena	kauneudeksi
kaunistaminen	kaunistamisen	kaunistamista	kaunistamisessa	kaunistamisesta	kaunistamiseen	kaunistamisella	kaunistamiselta	kaunistamiselle	kaunistamisena	kaunistamiseksi
kaunotar	kaunottaren	kaunotarta	kaunottaressa	kaunottaresta	kaunottareen	kaunottarella	kaunottarelta	kaunottarelle	kaunottarena	kaunottareksi
kaupallisuus	kaupallisuuden	kaupallisuutta	kaupallisuudessa	kaupallisuudesta	kaupallisuuteen	kaupallisuudella	kaupallisuudelta	kaupallisuudelle	kaupallisuutena	kaupallisuudeksi
kauppa	kaupan	kauppaa	kaupassa	kaupasta	kauppaan	kaupalla	kaupalta	kaupalle	kauppana	kaupaksi
kauppala	kauppalan	kauppalaa	kauppalassa	kauppalasta	kauppalaan	kauppalalla	kauppalalta	kauppalalle	kauppalana	kauppalaksi
kauppias	kauppiaan	kauppiasta	kauppiaassa	kauppiaasta	kauppiaaseen	kauppiaalla	kauppiaalta	kauppiaalle	kauppiaana	kauppiaaksi
kaupungistuminen	kaupungistumisen	kaupungistumista	kaupungistumisessa	kaupungistumisesta	kaupungistumiseen	kaupungistumisella	kaupungistumiselta	kaupungistumiselle	kaupungistumisena	kaupungistumiseksi
kaupunki	kaupungin	kaupunkia	kaupungissa	kaupungista	kaupunkiin	kaupungilla	kaupungilta	kaupungille	kaupunkina	kaupungiksi
kaupunkilainen	kaupunkilaisen	kaupunkilaista	kaupunkilaisessa	kaupunkilaisesta	kaupunkilaiseen	kaupunkilaisella	kaupunkilaiselta	kaupunkilaiselle	kaupunkilaisena	kaupunkilaiseksi
kavallus	kavalluksen	kavallusta	kavalluksessa	kavalluksesta	kavallukseen	kavalluksella	kavallukselta	kavallukselle	kavalluksena	kavallukseksi
kävelijä	kävelijän	kävelijää	kävelijässä	kävelijästä	kävelijään	kävelijällä	kävelijältä	kävelijälle	kävelijänä	kävelijäksi
kävely	kävelyn	kävelyä	kävelyssä	kävelystä	kävelyyn	kävelyllä	kävelyltä	kävelylle	kävelynä	kävelyksi
kaventaminen	kaventamisen	kaventamista	kaventamisessa	kaventamisesta	kaventamiseen	kaventamisella	kaventamiselta	kaventamiselle	kaventamisena	kaventamiseksi
kaveri	kaverin	kaveria	kaverissa	kaverista	kaveriin	kaverilla	kaverilta	kaverille	kaverina	kaveriksi
kävijä	kävijän	kävijää	kävijässä	kävijästä	kävijään	kävijällä	kävijältä	kävijälle	kävijänä	kävijäksi
käymä	käymän	käymää	käymässä	käymästä	käymään	käymällä	käymältä	käymälle	käymänä	käymäksi
käymälä	käymälän	käymälää	käymälässä	käymälästä	käymälään	käymälällä	käymälältä	käymälälle	käymälänä	käymäläksi
käyminen	käymisen	käymistä	käymisessä	käymisestä	käymiseen	käymisellä	käymiseltä	käymiselle	käymisenä	käymiseksi
käynnistäminen	käynnistämisen	käynnistämistä	käynnistämisessä	käynnistämisestä	käynnistämiseen	käynnistämisellä	käynnistämiseltä	käynnistämiselle	käynnistämisenä	käynnistämiseksi
käynti	käynnin	käyntiä	käynnissä	käynnistä	käyntiin	käynnillä	käynniltä	käynnille	käyntinä	käynniksi
käytänne	käytänteen	käytännettä	käytänteessä	käytänteestä	käytänteeseen	käytänteellä	käytänteeltä	käytänteelle	käytänteenä	käytänteeksi
käytännöllisyys	käytännöllisyyden	käytännöllisyyttä	käytännöllisyydessä	käytännöllisyydestä	käytännöllisyyteen	käytännöllisyydellä	käytännöllisyydeltä	käytännöllisyydelle	käytännöllisyytenä	käytännöllisyydeksi
käytäntö	käytännön	käytäntöä	käytännössä	käytännöstä	käytäntöön	käytännöllä	käytännöltä	käytännölle	käytäntönä	käytännöksi
käytävä	käytävän	käytävää	käytävässä	käytävästä	käytävään	käytävällä	käytävältä	käytävälle	käytävänä	käytäväksi
käytettävyys	käytettävyyden	käytettävyyttä	käytettävyydessä	käytettävyydestä	käytettävyyteen	käytettävyydellä	käytettävyydeltä	käytettävyydelle	käytettävyytenä	käytettävyydeksi
käytös	käytöksen	käytöstä	käytöksessä	käytöksestä	käytökseen	käytöksellä	käytökseltä	käytökselle	käytöksenä	käytökseksi
käyttäjä	käyttäjän	käyttäjää	käyttäjässä	käyttäjästä	käyttäjään	käyttäjällä	käyttäjältä	käyttäjälle	käyttäjänä	käyttäjäksi
käyttäminen	käyttämisen	käyttämistä	käyttämisessä	käyttämisestä	käyttämiseen	käyttämisellä	käyttämiseltä	käyttämiselle	käyttämisenä	käyttämiseksi
käyttävä	käyttävän	käyttävää	käyttävässä	käyttävästä	käyttävään	käyttävällä	käyttävältä	käyttävälle	käyttävänä	käyttäväksi
käyttäytyminen	käyttäytymisen	käyttäytymistä	käyttäytymisessä	käyttäytymisestä	käyttäytymiseen	käyttäytymisellä	käyttäytymiseltä	käyttäytymiselle	käyttäytymisenä	käyttäytymiseksi
käyttö	käytön	käyttöä	käytössä	käytöstä	käyttöön	käytöllä	käytöltä	käytölle	käyttönä	käytöksi
käyttöönotto	käyttöönoton	käyttöönottoa	käyttöönotossa	käyttöönotosta	käyttöönottoon	käyttöönotolla	käyttöönotolta	käyttöönotolle	käyttöönottona	käyttöönotoksi
kazakki	kazakin	kazakkia	kazakissa	kazakista	kazakkiin	kazakilla	kazakilta	kazakille	kazakkina	kazakiksi
kebab	kebabin	kebabia	kebabissa	kebabista	kebabiin	kebabilla	kebabilta	kebabille	kebabina	kebabiksi
kehä	kehän	kehää	kehässä	kehästä	kehään	kehällä	kehältä	kehälle	kehänä	kehäksi
kehittäjä	kehittäjän	kehittäjää	kehittäjässä	kehittäjästä	kehittäjään	kehittäjällä	kehittäjältä	kehittäjälle	kehittäjänä	kehittäjäksi
kehittäminen	kehittämisen	kehittämistä	kehittämisessä	kehittämisestä	kehittämiseen	kehittämisellä	kehittämiseltä	kehittämiselle	kehittämisenä	kehittämiseksi
kehittymä	kehittymän	kehittymää	kehittymässä	kehittymästä	kehittymään	kehittymällä	kehittymältä	kehittymälle	kehittymänä	kehittymäksi
kehittyminen	kehittymisen	kehittymistä	kehittymisessä	kehittymisestä	kehittymiseen	kehittymisellä	kehittymiseltä	kehittymiselle	kehittymisenä	kehittymiseksi
kehitys	kehityksen	kehitystä	kehityksessä	kehityksestä	kehitykseen	kehityksellä	kehitykseltä	kehitykselle	kehityksenä	kehitykseksi
keho	kehon	kehoa	kehossa	kehosta	kehoon	keholla	keholta	keholle	kehona	kehoksi
kehotus	kehotuksen	kehotusta	kehotuksessa	kehotuksesta	kehotukseen	kehotuksella	kehotukselta	kehotukselle	kehotuksena	kehotukseksi
kehto	kehdon	kehtoa	kehdossa	kehdosta	kehtoon	kehdolla	kehdolta	kehdolle	kehtona	kehdoksi
kehu	kehun	kehua	kehussa	kehusta	kehuun	kehulla	kehulta	kehulle	kehuna	kehuksi
kehuminen	kehumisen	kehumista	kehumisessa	kehumisesta	kehumiseen	kehumisella	kehumiselta	kehumiselle	kehumisena	kehumiseksi
kehys	kehyksen	kehystä	kehyksessä	kehyksestä	kehykseen	kehyksellä	kehykseltä	kehykselle	kehyksenä	kehykseksi
keihäs	keihään	keihästä	keihäässä	keihäästä	keihääseen	keihäällä	keihäältä	keihäälle	keihäänä	keihääksi
keikka	keikan	keikkaa	keikassa	keikasta	keikkaan	keikalla	keikalta	keikalle	keikkana	keikaksi
keikkailu	keikkailun	keikkailua	keikkailussa	keikkailusta	keikkailuun	keikkailulla	keikkailulta	keikkailulle	keikkailuna	keikkailuksi
keinahdus	keinahduksen	keinahdusta	keinahduksessa	keinahduksesta	keinahdukseen	keinahduksella	keinahdukselta	keinahdukselle	keinahduksena	keinahdukseksi
keinu	keinun	keinua	keinussa	keinusta	keinuun	keinulla	keinulta	keinulle	keinuna	keinuksi
keisari	keisarin	keisaria	keisarissa	keisarista	keisariin	keisarilla	keisarilta	keisarille	keisarina	keisariksi
keitin	keittimen	keitintä	keittimessä	keittimestä	keittimeen	keittimellä	keittimeltä	keittimelle	keittimenä	keittimeksi
keittiö	keittiön	keittiötä	keittiössä	keittiöstä	keittiöön	keittiöllä	keittiöltä	keittiölle	keittiönä	keittiöksi
keitto	keiton	keittoa	keitossa	keitosta	keittoon	keitolla	keitolta	keitolle	keittona	keitoksi
keksi	keksin	keksiä	keksissä	keksistä	keksiin	keksillä	keksiltä	keksille	keksinä	keksiksi
keksintö	keksinnön	keksintöä	keksinnössä	keksinnöstä	keksintöön	keksinnöllä	keksinnöltä	keksinnölle	keksintönä	keksinnöksi
kelaatti	kelaatin	kelaattia	kelaatissa	kelaatista	kelaattiin	kelaatilla	kelaatilta	kelaatille	kelaattina	kelaatiksi
keli	kelin	keliä	kelissä	kelistä	keliin	kelillä	keliltä	kelille	kelinä	keliksi
kelkka	kelkan	kelkkaa	kelkassa	kelkasta	kelkkaan	kelkalla	kelkalta	kelkalle	kelkkana	kelkaksi
kellari	kellarin	kellaria	kellarissa	kellarista	kellariin	kellarilla	kellarilta	kellarille	kellarina	kellariksi
kellastuminen	kellastumisen	kellastumista	kellastumisessa	kellastumisesta	kellastumiseen	kellastumisella	kellastumiselta	kellastumiselle	kellastumisena	kellastumiseksi
kello	kellon	kelloa	kellossa	kellosta	kelloon	kellolla	kellolta	kellolle	kellona	kelloksi
kellonlyömä	kellonlyömän	kellonlyömää	kellonlyömässä	kellonlyömästä	kellonlyömään	kellonlyömällä	kellonlyömältä	kellonlyömälle	kellonlyömänä	kellonlyömäksi
kelpoisuus	kelpoisuuden	kelpoisuutta	kelpoisuudessa	kelpoisuudesta	kelpoisuuteen	kelpoisuudella	kelpoisuudelta	kelpoisuudelle	kelpoisuutena	kelpoisuudeksi
keltainen	keltaisen	keltaista	keltaisessa	keltaisesta	keltaiseen	keltaisella	keltaiselta	keltaiselle	keltaisena	keltaiseksi
keltuainen	keltuaisen	keltuaista	keltuaisessa	keltuaisesta	keltuaiseen	keltuaisella	keltuaiselta	keltuaiselle	keltuaisena	keltuaiseksi
kemia	kemian	kemiaa	kemiassa	kemiasta	kemiaan	kemialla	kemialta	kemialle	kemiana	kemiaksi
kemikaali	kemikaalin	kemikaalia	kemikaalissa	kemikaalista	kemikaaliin	kemikaalilla	kemikaalilta	kemikaalille	kemikaalina	kemikaaliksi
kemisti	kemistin	kemistiä	kemistissä	kemististä	kemistiin	kemistillä	kemistiltä	kemistille	kemistinä	kemistiksi
kenkä	kengän	kenkää	kengässä	kengästä	kenkään	kengällä	kengältä	kengälle	kenkänä	kengäksi
kenraali	kenraalin	kenraalia	kenraalissa	kenraalista	kenraaliin	kenraalilla	kenraalilta	kenraalille	kenraalina	kenraaliksi
kentällinen	kentällisen	kentällistä	kentällisessä	kentällisestä	kentälliseen	kentällisellä	kentälliseltä	kentälliselle	kentällisenä	kentälliseksi
kenttä	kentän	kenttää	kentässä	kentästä	kenttään	kentällä	kentältä	kentälle	kenttänä	kentäksi
kepponen	kepposen	kepposta	kepposessa	kepposesta	kepposeen	kepposella	kepposelta	kepposelle	kepposena	kepposeksi
kerääminen	keräämisen	keräämistä	keräämisessä	keräämisestä	keräämiseen	keräämisellä	keräämiseltä	keräämiselle	keräämisenä	keräämiseksi
keräily	keräilyn	keräilyä	keräilyssä	keräilystä	keräilyyn	keräilyllä	keräilyltä	keräilylle	keräilynä	keräilyksi
keräys	keräyksen	keräystä	keräyksessä	keräyksestä	keräykseen	keräyksellä	keräykseltä	keräykselle	keräyksenä	keräykseksi
kerho	kerhon	kerhoa	kerhossa	kerhosta	kerhoon	kerholla	kerholta	kerholle	kerhona	kerhoksi
kerma	kerman	kermaa	kermassa	kermasta	kermaan	kermalla	kermalta	kermalle	kermana	kermaksi
kerroksellisuus	kerroksellisuuden	kerroksellisuutta	kerroksellisuudessa	kerroksellisuudesta	kerroksellisuuteen	kerroksellisuudella	kerroksellisuudelta	kerroksellisuudelle	kerroksellisuutena	kerroksellisuudeksi
kerros	kerroksen	kerrosta	kerroksessa	kerroksesta	kerrokseen	kerroksella	kerrokselta	kerrokselle	kerroksena	kerrokseksi
kerrottava	kerrottavan	kerrottavaa	kerrottavassa	kerrottavasta	kerrottavaan	kerrottavalla	kerrottavalta	kerrottavalle	kerrottavana	kerrottavaksi
kersantti	kersantin	kersanttia	kersantissa	kersantista	kersanttiin	kersantilla	kersantilta	kersantille	kersanttina	kersantiksi
kerta	kerran	kertaa	kerrassa	kerrasta	kertaan	kerralla	kerralta	kerralle	kertana	kerraksi
kertaus	kertauksen	kertausta	kertauksessa	kertauksesta	kertaukseen	kertauksella	kertaukselta	kertaukselle	kertauksena	kertaukseksi
kertoja	kertojan	kertojaa	kertojassa	kertojasta	kertojaan	kertojalla	kertojalta	kertojalle	kertojana	kertojaksi
kertominen	kertomisen	kertomista	kertomisessa	kertomisesta	kertomiseen	kertomisella	kertomiselta	kertomiselle	kertomisena	kertomiseksi
kertomus	kertomuksen	kertomusta	kertomuksessa	kertomuksesta	kertomukseen	kertomuksella	kertomukselta	kertomukselle	kertomuksena	kertomukseksi
kertyminen	kertymisen	kertymistä	kertymisessä	kertymisestä	kertymiseen	kertymisellä	kertymiseltä	kertymiselle	kertymisenä	kertymiseksi
keruu	keruun	keruuta	keruussa	keruusta	keruuseen	keruulla	keruulta	keruulle	keruuna	keruuksi
kesä	kesän	kesää	kesässä	kesästä	kesään	kesällä	kesältä	kesälle	kesänä	kesäksi
kesäkuu	kesäkuun	kesäkuuta	kesäkuussa	kesäkuusta	kesäkuuhun	kesäkuulla	kesäkuulta	kesäkuulle	kesäkuuna	kesäkuuksi
keskeyttäminen	keskeyttämisen	keskeyttämistä	keskeyttämisessä	keskeyttämisestä	keskeyttämiseen	keskeyttämisellä	keskeyttämiseltä	keskeyttämiselle	keskeyttämisenä	keskeyttämiseksi
keskeytyminen	keskeytymisen	keskeytymistä	keskeytymisessä	keskeytymisestä	keskeytymiseen	keskeytymisellä	keskeytymiseltä	keskeytymiselle	keskeytymisenä	keskeytymiseksi
keskinkertaisuus	keskinkertaisuuden	keskinkertaisuutta	keskinkertaisuudessa	keskinkertaisuudesta	keskinkertaisuuteen	keskinkertaisuudella	keskinkertaisuudelta	keskinkertaisuudelle	keskinkertaisuutena	keskinkertaisuudeksi
keskittymä	keskittymän	keskittymää	keskittymässä	keskittymästä	keskittymään	keskittymällä	keskittymältä	keskittymälle	keskittymänä	keskittymäksi
keskittyminen	keskittymisen	keskittymistä	keskittymisessä	keskittymisestä	keskittymiseen	keskittymisellä	keskittymiseltä	keskittymiselle	keskittymisenä	keskittymiseksi
keskiviikko	keskiviikon	keskiviikkoa	keskiviikossa	keskiviikosta	keskiviikkoon	keskiviikolla	keskiviikolta	keskiviikolle	keskiviikkona	keskiviikoksi
keskus	keskuksen	keskusta	keskuksessa	keskuksesta	keskukseen	keskuksella	keskukselta	keskukselle	keskuksena	keskukseksi
keskusta	keskustan	keskustaa	keskustassa	keskustasta	keskustaan	keskustalla	keskustalta	keskustalle	keskustana	keskustaksi
keskustelija	keskustelijan	keskustelijaa	keskustelijassa	keskustelijasta	keskustelijaan	keskustelijalla	keskustelijalta	keskustelijalle	keskustelijana	keskustelijaksi
